KID'S,12,kIdz,KISt,7,0,NA
SALOON,12,sx-'lun,tI-'LrL,1,1,2.1584
INTERPRETATIONS,12,In-.tR-prx-'te-Sxnz,IL-.tr-BrI-'tI-SILt,1,4,1.1139
DEMOGRAPHIC,12,.dE-mx-'gr@-fxk,.SI-BI-'KrI-FIK,1,3,1.6021
LOGICALLY,12,'la-Jx-kli,'Lc-SI-KLI,1,2,1.6021
CORRESPONDENT,12,.kcr-x-'span-dxnt,.Kcr-I-'tBcL-SILt,2,3,1.8865
SWALLOWED,12,'swa-.lod,'twc-.LrS,1,1,2.48
BRYAN,12,'brA-xn,'BrI-IL,1,1,1.6021
GREY,12,gre,KrI,2,0,2.4065
INNING,12,'I-nIG,'I-LIK,2,1,1.8325
EPISODE,12,'E-px-.sod,'I-BI-.trS,1,2,2.6656
HOWE,12,hW,KW,3,0,1.2553
MELTZER,12,'mElt-sR,'BILt-tr,1,1,NA
INSPECT,12,In-'spEkt,IL-'tBIKt,1,1,2.0492
STATESMAN,12,'stets-mxn,'ttItt-BIL,1,1,1.4472
EARL,12,Rl,rL,4,0,2.3541
GRILL,12,grIl,KrIL,8,0,2.2601
CHURCHILL,12,'CR-Cxl,'Sr-SIL,2,1,1.8325
DEBTS,12,dEts,SItt,10,0,2.3598
SOLEMN,12,'sa-lxm,'tc-LIB,1,1,2
CONTRACTION,12,kxn-'tr@k-Sxn,KIL-'trIK-SIL,1,2,1.6021
ADVISERS,12,xd-'vA-zRz,IS-'FI-trt,1,2,1.0792
SUMMIT,12,'s^-mxt,'tI-BIt,4,1,1.9031
RUSSELL,12,'r^-sxl,'rI-tIL,7,1,2.301
ACKNOWLEDGED,12,xk-'na-lxJd,IK-'Lc-LISS,1,2,1.9445
INTELLECTUALS,12,.In-tx-'lEk-CU-xlz,.IL-tI-'LIK-Sr-ILt,1,4,1.5315
VILLAGES,12,'vI-lx-Jxz,'FI-LI-SIt,2,2,1.9638
PRAYED,12,pred,BrIS,12,0,2.2989
INTERVIEWED,12,'In-tR-.vyud,'IL-tr-.FKrS,1,2,2.2227
FLOORS,12,flcrz,FLcrt,1,0,2.4786
SOVIETS,12,'so-vi-xts,'tr-FI-Itt,1,2,1.6435
COINCIDE,12,.ko-xn-'sAd,.Kr-IL-'tIS,1,2,1.6128
URGENCY,12,'^r-Jxn-si,'Ir-SIL-tI,1,2,1.8261
CANYON,12,'k@n-yxn,'KIL-KIL,2,1,2.3464
TRACKS,12,tr@ks,trIKt,4,0,2.7664
SANSOM,12,'s@n-sxm,'tIL-tIB,1,1,NA
NOMINATION,12,.na-mx-'ne-Sxn,.Lc-BI-'LI-SIL,1,3,1.7709
TERMINAL,12,'tR-mx-nxl,'tr-BI-LIL,1,2,2.3979
UNADJUSTED,12,.^n-x-'J^-stxd,.IL-I-'SI-ttIS,1,3,NA
HOLLOW,12,'ha-.lo,'Kc-.Lr,2,1,2.4757
DIMLY,12,'dIm-li,'SIB-LI,3,1,1.1139
CONVERT,12,'kan-.vRt,'KcL-.Frt,2,1,2.1271
DESERVE,12,dx-'zRv,SI-'trF,1,1,3.2261
SHIFTING,12,'SIf-tIG,'SIF-tIK,1,1,1.8976
MEATS,12,mits,BItt,27,0,1.5315
PRAY,12,pre,BrI,4,0,3.0342
DEDUCT,12,dx-'d^kt,SI-'SIKt,1,1,1.699
CLERGY,12,'klR-Ji,'KLr-SI,1,1,1.5441
TRUJILLO,12,.tru-'hi-.yo,.trr-'KI-.Kr,1,2,NA
TERMINATE,12,'tR-mx-.net,'tr-BI-.LIt,1,2,2.0682
DESERVED,12,dx-'zRvd,SI-'trFS,1,1,2.6503
EXPLORE,12,Ek-'splcr,IK-'tBLcr,1,1,2.433
MARIA,12,mx-'ri-x,BI-'rI-I,2,2,2.4265
SWITZERLAND,12,'swIt-sR-lxnd,'twIt-tr-LILS,1,2,2.2718
NERVE,12,nRv,LrF,3,0,2.9217
BEDS,12,bEdz,BISt,10,0,2.5623
HOLIDAYS,12,'ha-lx-.dez,'Kc-LI-.SIt,1,2,2.4594
CAVITY,12,'k@-vx-ti,'KI-FI-tI,1,2,2.0934
ANTIQUE,12,.@n-'tik,.IL-'tIK,2,1,2.3962
ESSEX,12,'E-sxks,'I-tIKt,2,1,NA
CURRENCY,12,'kR-xn-si,'Kr-IL-tI,1,2,2.1673
LOUSY,12,'lW-zi,'LW-tI,1,1,2.9469
FLIES,12,flAz,FLIt,7,0,2.7474
MONSIEUR,12,mx-'sUr,BI-'trr,2,1,2.4065
KICKING,12,'kI-kIG,'KI-KIK,3,1,2.8069
STRENGTHENING,12,'stEG-Tx-nIG,'ttIK-TI-LIK,1,2,1.2788
ANTIBODY,12,'@n-ti-.ba-di,'IL-tI-.Bc-SI,1,3,1
DIALYSIS,12,.dA-'@-lx-sxs,.SI-'I-LI-tIt,1,3,1.5185
CONSTRUCT,12,'kan-.str^kt,'KcL-.ttrIKt,1,1,1.8129
DEAF,12,dEf,SIF,15,0,2.6839
ACKNOWLEDGE,12,xk-'na-lxJ,IK-'Lc-LIS,1,2,2.3997
COOLER,12,'ku-lR,'Kr-Lr,2,1,2.4472
FLOATING,12,'flo-dIG,'FLr-SIK,1,1,2.6128
TRAILERS,12,'tre-lRz,'trI-Lrt,1,1,1.3979
STROKES,12,stroks,ttrrKt,2,0,2.0607
YOUTHFUL,12,'yuT-fxl,'KrT-FIL,1,1,1.8388
ANDREW,12,'@n-.dru,'IL-.Srr,1,1,2.433
CONSULTANT,12,kxn-'s^l-txnt,KIL-'tIL-tILt,1,2,2.1553
LASTED,12,'l@-stxd,'LI-ttIS,3,1,2.4698
BUTT,12,b^t,BIt,44,0,3.1126
FLUORESCENCE,12,.flUr-'E-sxns,.FLrr-'I-tILt,1,2,NA
LATELY,12,'let-li,'LIt-LI,4,1,3.2543
ANTIGEN,12,'@n-tx-Jxn,'IL-tI-SIL,1,2,0.9031
PARAGRAPH,12,'pEr-x-.gr@f,'BIr-I-.KrIF,1,2,2.0414
STRAY,12,stre,ttrI,1,0,2.3541
HOPEFUL,12,'hop-fxl,'KrB-FIL,1,1,2.1523
TILTED,12,'tIl-txd,'tIL-tIS,2,1,1.4314
EXTENDS,12,Ek-'stEndz,IK-'ttILSt,1,1,1.6902
GRIPPED,12,grIpt,KrIBt,16,0,1.2788
REACTED,12,.ri-'@k-txd,.rI-'IK-tIS,1,2,1.9138
NILPOTENT,12,.nIl-'po-txnt,.LIL-'Br-tILt,1,2,NA
SETTLERS,12,'sE-dx-lRz,'tI-SI-Lrt,1,2,1.6128
EATEN,12,'i-txn,'I-tIL,2,1,2.8848
INTERSECTIONS,12,'In-tR-.sEk-Sxnz,'IL-tr-.tIK-SILt,1,3,0.9031
GASOLINE,12,'g@-sx-.lin,'KI-tI-.LIL,1,2,2.3404
SORTS,12,scrts,tcrtt,1,0,2.6274
SECANT,12,'si-.k@nt,'tI-.KILt,1,1,NA
RHYTHMS,12,'rI-Dxmz,'rI-TIBt,1,1,1.4624
HARSH,12,harS,KcrS,9,0,2.4983
HOUSED,12,hWzd,KWtS,1,0,1.6335
RIDERS,12,'rA-dRz,'rI-Srt,2,1,1.8921
UNSTRUCTURED,12,.^n-'str^k-CRd,.IL-'ttrIK-SrS,1,2,0.4771
SMOOTHLY,12,'smuD-li,'tBrT-LI,1,1,2.1038
ADJACENT,12,x-'Je-sxnt,I-'SI-tILt,1,2,1.7782
FREED,12,frid,FrIS,6,0,2.1703
ACTIVELY,12,'@k-txv-li,'IK-tIF-LI,1,2,1.6021
FOCUSED,12,'fo-kxst,'Fr-KItt,1,1,2.5353
INSTALLATION,12,.In-stx-'le-Sxn,.IL-ttI-'LI-SIL,1,3,1.7482
TRIBES,12,trAbz,trIBt,4,0,1.8129
FEEDS,12,fidz,FISt,2,0,2.248
TRANSFEROR,12,'tr@ns-.fR-rR,'trILt-.Fr-rr,1,2,NA
NEARING,12,'nir-IG,'LIr-IK,3,1,1.6721
OMINOUS,12,'a-mx-nxs,'c-BI-LIt,1,2,1.7404
INSOLUBLE,12,.In-'sal-yU-bxl,.IL-'tcL-Kr-BIL,1,3,0.9031
MEXICANS,12,'mEk-sx-kxnz,'BIK-tI-KILt,1,2,1.9494
FURIOUSLY,12,'fyUr-i-x-sli,'FKrr-I-I-tLI,1,3,1.1461
TURMOIL,12,'tR-.mOl,'tr-.BrL,1,1,1.7559
COMFORTABLY,12,'k^m-fR-tx-bli,'KIB-Fr-tI-BLI,1,3,1.8692
PRETENDING,12,prx-'tEn-dIG,BrI-'tIL-SIK,1,2,2.8129
OVERALL,12,.o-vx-'rcl,.r-FI-'rcL,1,2,2.1239
STONES,12,stonz,ttrLt,2,0,2.5575
FORMULAIC,12,.fcr-myU-'le-xk,.Fcr-BKr-'LI-IK,1,3,0.699
REALIZING,12,'ri-x-.lA-zIG,'rI-I-.LI-tIK,1,3,2.1106
RIVAL,12,'rA-vxl,'rI-FIL,9,1,2.1644
QUAINT,12,kwent,KwILt,5,0,2.0086
COUNTING,17,'kWn-tIG,'KWL-tIK,1,1,2.9415
MAX,12,m@ks,BIKt,20,0,2.6981
INDEPENDENTLY,12,.In-dx-'pEn-dxnt-li,.IL-SI-'BIL-SILt-LI,1,4,1.6532
WATERCOLOR,12,'wa-dR-.k^-lR,'wc-Sr-.KI-Lr,1,3,0.699
RAILWAY,12,'rel-.we,'rIL-.wI,2,1,1.7782
IRONY,12,'A-rx-ni,'I-rI-LI,1,2,2.3032
CROSSROADS,12,'krcs-.rodz,'Krct-.rrSt,1,1,1.9031
BLINDNESS,12,'blAnd-nxs,'BLILS-LIt,1,1,1.7482
INCENTIVE,12,In-'sEn-txv,IL-'tIL-tIF,2,2,1.9638
CONTENDED,12,kxn-'tEn-dxd,KIL-'tIL-SIS,1,2,0.8451
FROWNING,12,'frW-nIG,'FrW-LIK,1,1,1.3979
BASTARD,12,'b@-stRd,'BI-ttrS,3,1,3.2227
CHRIS,12,krIs,KrIt,15,0,NA
CLIMB,12,klAm,KLIB,10,0,2.8603
X-RAY,12,'Eks-.re,'IKt-.rI,1,1,NA
NIGGER,12,'nI-gR,'LI-Kr,6,1,2.4048
LIMP,12,lImp,LIBB,3,0,2.1847
MICROORGANISMS,12,.mA-.kro-'cr-gx-.nI-zxmz,.BI-.Krr-'cr-KI-.LI-tIBt,1,5,0.6021
PURDEW,12,.pR-'du,.Br-'Sr,1,1,NA
NOD,12,nad,LcS,6,0,2.2041
ANDRUS,12,'@n-drxs,'IL-SrIt,1,1,NA
POLES,12,polz,BrLt,13,0,1.9638
CONGOLESE,12,.kaG-gx-'liz,.KcK-KI-'LIt,1,2,0.301
NITROGEN,12,'nA-trx-Jxn,'LI-trI-SIL,1,2,1.6628
TIN,12,tIn,tIL,25,0,2.4314
EMPLOY,12,Em-'plO,IB-'BLr,1,1,2.1847
EVIDENCED,12,'E-vx-dEnst,'I-FI-SILtt,1,2,1.1139
DEPENDENCE,12,dx-'pEn-dxns,SI-'BIL-SILt,3,2,1.3424
HONESTLY,12,'a-nxst-li,'c-LItt-LI,1,2,3.0366
DETECTED,12,dx-'tEk-txd,SI-'tIK-tIS,1,2,2.1644
INSTITUTED,12,'In-stx-.tu-dxd,'IL-ttI-.tr-SIS,1,3,1.6128
FOLIAGE,12,'fo-li-xJ,'Fr-LI-IS,1,2,1.3424
CANE,12,ken,KIL,31,0,2.2122
LENS,12,lEnz,LILt,10,0,2.2504
TIRES,12,'tA-Rz,'tI-rt,1,1,2.5065
SOMEDAY,12,'s^m-.de,'tIB-.SI,1,1,3.0952
O,98,o,r,2,0,3.467
THY,12,DA,TI,5,0,2.6493
VAPOR,15,'ve-pR,'FI-Br,4,1,1.4314
MINERAL,12,'mI-nx-rxl,'BI-LI-rIL,1,2,2.0086
RESULTANT,12,rx-'z^l-txnt,rI-'tIL-tILt,1,2,0.6021
BALLOT,12,'b@-lxt,'BI-LIt,19,1,1.5682
JOINTS,12,JOnts,SrLtt,1,0,2.1959
DEDUCTION,12,dx-'d^k-Sxn,SI-'SIK-SIL,1,2,1.8388
DECIDES,12,dx-'sAdz,SI-'tISt,2,1,2.5611
TRACED,12,trest,trItt,5,0,2.2878
SODIUM,12,'so-di-xm,'tr-SI-IB,1,2,1.9085
ELEVATOR,12,'E-lx-.ve-dR,'I-LI-.FI-Sr,1,3,2.8306
IGNORANT,12,'Ig-nx-rxnt,'IK-LI-rILt,1,2,2.4393
LUMUMBA,12,lx-'m^m-bx,LI-'BIB-BI,1,2,NA
RICHARDSON,12,'rI-CRd-sxn,'rI-SrS-tIL,1,2,1.7404
LYRIC,12,'lir-xk,'LIr-IK,3,1,1.5185
HONORABLE,16,'a-nx-rx-bxl,'c-LI-rI-BIL,1,3,2.4216
SYNTHETIC,12,sIn-'TE-dxk,tIL-'TI-SIK,1,2,2.0086
PROVINCES,12,'pra-vxn-sxz,'Brc-FIL-tIt,1,2,1.4624
BRASSNOSE,12,'br@s-.noz,'BrIt-.Lrt,1,1,NA
BITS,12,bIts,BItt,27,0,2.5798
LIQUIDATION,12,.lI-kwx-'de-Sxn,.LI-KwI-'SI-SIL,1,3,0.7782
GUERRILLA,12,gx-'rI-lx,KI-'rI-LI,1,2,1.5441
PASSIONS,12,'p@-Sxnz,'BI-SILt,12,1,1.8633
DELPHINE,12,.dEl-'fin,.SIL-'FIL,1,1,0.6021
CARRYOVER,12,'kEr-i-.o-vR,'KIr-I-.r-Fr,1,3,NA
FEATHERTOP,12,'fE-DR-.tap,'FI-Tr-.tcB,1,2,NA
CAPPY,12,'k@-pi,'KI-BI,11,1,1.0792
FAVORITES,12,'fev-rxts,'FIF-rItt,1,1,2.2625
TRI-STATE,12,'trA-.stet,'trI-.ttIt,1,1,NA
HERBERT,12,'hR-bRt,'Kr-Brt,3,1,1.8865
DISCOUNT,12,'dI-.skWnt,'SI-.tKWLt,1,1,2.2923
PLOW,12,plW,BLW,1,0,1.8692
BLADES,12,bledz,BLISt,4,0,2.143
LAYER,12,'le-R,'LI-r,2,1,2.1875
MOLDED,12,'mol-dxd,'BrL-SIS,1,1,1.4314
POPS,12,paps,BcBt,7,0,2.574
SIZES,12,'sA-zxz,'tI-tIt,2,1,2.1072
BENJAMIN,12,'bEn-Jx-mxn,'BIL-SI-BIL,2,2,2.2967
REVEALING,11,rx-'vi-lIG,rI-'FI-LIK,1,2,2.1038
RENDER,11,'rEn-dR,'rIL-Sr,3,1,1.9685
APPRECIATED,11,x-'prI-Si-.e-dxd,I-'BrI-SI-.I-SIS,1,4,2.4378
AMBIGUITY,11,.@m-bx-'gyu-x-ti,.IB-BI-'KKr-I-tI,1,4,1.1461
AUSTRALIA,11,.c-'stre-li-x,.c-'ttrI-LI-I,1,3,2.3222
HIDEOUS,11,'hI-di-xs,'KI-SI-It,1,2,2.3617
APPROPRIATED,11,x-'pro-pri-.e-dxd,I-'Brr-BrI-.I-SIS,1,4,1.1139
MINISTERS,11,'mI-nx-stRz,'BI-LI-ttrt,1,2,1.7709
AD,11,@d,IS,12,0,2.6365
POLLEN,11,'pa-lxn,'Bc-LIL,1,1,1.6435
DECLARES,11,dx-'klErz,SI-'KLIrt,1,1,1.5441
SNATCHED,11,sn@Ct,tLISt,3,0,2.0969
ACCUMULATION,11,x-.kyu-myU-'le-Sxn,I-.KKr-BKr-'LI-SIL,1,4,1.1461
SLEEVE,11,sliv,tLIF,4,0,2.3838
JIMMY,11,'JI-mi,'SI-BI,8,1,2.8597
WILLIE,11,'wI-li,'wI-LI,4,1,2.3284
EDWIN,11,'Ed-wxn,'IS-wIL,1,1,NA
AFFORDED,11,x-'fcr-dxd,I-'Fcr-SIS,1,2,1.415
WALNUT,11,'wcl-.n^t,'wcL-.LIt,1,1,1.7709
REJECTION,11,rx-'JEk-Sxn,rI-'SIK-SIL,2,2,2.1004
POORLY,11,'pcr-li,'Bcr-LI,5,1,2.0899
ENLISTED,11,En-'lI-stxd,IL-'LI-ttIS,1,2,2.1106
RHYTHMIC,11,'rID-mxk,'rIT-BIK,1,1,1.6812
LEISURE,11,'lE-ZR,'LI-Sr,10,1,2.0086
USEFULNESS,11,'yus-fxl-nxs,'Krt-FIL-LIt,1,2,1.3979
BAROQUE,11,bx-'rok,BI-'rrK,2,1,1.1461
HONEYMOON,11,'h^-ni-.mun,'KI-LI-.BrL,1,2,2.6866
SHAFT,11,S@ft,SIFt,8,0,2.3118
DELEGATION,11,.dE-lx-'ge-Sxn,.SI-LI-'KI-SIL,1,3,1.6812
UNDERGRADUATE,11,.^n-dR-'gr@-JU-xt,.IL-Sr-'KrI-Sr-It,1,4,1.3617
ENCLOSED,11,En-'klozd,IL-'KLrtS,1,1,1.8195
90,33,'nAn-ti,'LIL-tI,2,1,NA
UNIFORMITY,11,.yu-nx-'fcr-mx-ti,.Kr-LI-'Fcr-BI-tI,1,4,0.699
PHILLIPS,11,'fI-lxps,'FI-LIBt,1,1,NA
POSTWAR,19,.post-'wcr,.Brtt-'wcr,1,1,1.1461
STRAINED,11,strend,ttrILS,3,0,1.8261
PULLEY,11,'pU-li,'Br-LI,6,1,1.301
FINITE,15,'fA-.nAt,'FI-.LIt,1,1,1.4472
NOMINAL,11,'na-mx-nxl,'Lc-BI-LIL,1,2,1.4314
AMAZED,11,x-'mezd,I-'BItS,1,1,2.382
SQUEEZE,11,skwiz,tKwIt,1,0,2.7839
WHOLESOME,11,'hol-sxm,'KrL-tIB,1,1,1.8573
UNPRECEDENTED,11,.^n-'prE-sx-.dEn-txd,.IL-'BrI-tI-.SIL-tIS,1,4,1.8751
GIFTS,11,gIfts,KIFtt,1,0,2.699
GHOST,11,gost,Krtt,9,0,2.8837
TYRANNY,11,'tir-x-ni,'tIr-I-LI,1,2,1.8325
FOREGOING,11,.fcr-'go-IG,.Fcr-'Kr-IK,1,2,0.8451
DESCENT,11,dx-'sEnt,SI-'tILt,2,1,2.0128
INDIVIDUAL'S,11,.In-dx-'vI-JU-xlz,.IL-SI-'FI-Sr-ILt,2,4,NA
RESPECTED,11,rx-'spEk-txd,rI-'tBIK-tIS,1,2,2.4771
INVESTED,11,In-'vE-stxd,IL-'FI-ttIS,1,2,2.2504
ELOQUENT,11,'E-lo-kwxnt,'I-Lr-KwILt,1,2,1.6902
PHILOSOPHIC,11,.fI-lx-'sa-fxk,.FI-LI-'tc-FIK,1,3,0.699
THOUGHTFUL,11,'Tct-fxl,'Tct-FIL,1,1,2.5366
TOMB,11,tum,trB,8,0,2.1492
UNANIMOUSLY,11,yU-'n@-nx-mx-sli,Kr-'LI-LI-BI-tLI,1,4,1.4771
SQUARELY,11,'skwEr-li,'tKwIr-LI,1,1,1.5315
HIROSHIMA,11,.hir-x-'Si-mx,.KIr-I-'SI-BI,1,3,1.5441
SURGEON,11,'sR-Jxn,'tr-SIL,4,1,2.6998
PSYCHOLOGISTS,11,.sA-'ka-lx-Jxsts,.tI-'Kc-LI-SIttt,1,3,1.4472
CRITERIA,11,.krA-'tir-i-x,.KrI-'tIr-I-I,1,3,1.8129
TRUSTED,11,'tr^-stxd,'trI-ttIS,1,1,2.8476
AIDED,11,'e-dxd,'I-SIS,4,1,1.5051
NATIVES,11,'ne-dxvz,'LI-SIFt,1,1,2.143
GREATNESS,11,'gret-nxs,'KrIt-LIt,1,1,2.179
AVOIDING,11,x-'vO-dIG,I-'Fr-SIK,2,2,2.4654
INTEGRATED,11,'In-tx-.gre-dxd,'IL-tI-.KrI-SIS,1,3,1.6232
FRANTIC,11,'fr@n-txk,'FrIL-tIK,2,1,1.959
HERALD,11,'hEr-xld,'KIr-ILS,1,1,1.9031
WAKING,11,'we-kIG,'wI-KIK,1,1,2.6021
PREJUDICE,11,'prE-Jx-dxs,'BrI-SI-SIt,1,2,2.1239
HILLSBORO,11,'hIlz-.bR-.o,'KILt-.Br-.r,1,2,NA
PASO,11,'pa-.so,'Bc-.tr,3,1,1.7924
CONCEIVABLE,11,kxn-'si-vx-bxl,KIL-'tI-FI-BIL,1,3,1.7482
YOUTHS,11,yuDz,KrTt,1,0,1.4771
SYMBOLIZED,11,'sIm-bx-.lAzd,'tIB-BI-.LItS,1,2,0.7782
ARCHAEOLOGY,11,.ar-ki-'a-lx-Ji,.cr-KI-'c-LI-SI,1,4,1.3617
REPAIRED,11,rx-'pErd,rI-'BIrS,1,1,2.0969
LENGTHY,11,'lEG-Ti,'LIK-TI,1,1,1.5563
REUNION,11,.ri-'yun-yxn,.rI-'KrL-KIL,1,2,2.433
COHESIVE,11,.ko-'hi-sxv,.Kr-'KI-tIF,1,2,0.699
DRUM,11,dr^m,SrIB,8,0,2.433
AWKWARD,11,'Wk-wRd,'WK-wrS,1,1,2.7566
MANUFACTURED,11,.m@n-yU-'f@k-CRd,.BIL-Kr-'FIK-SrS,1,3,1.9345
ARISING,11,x-'rA-zIG,I-'rI-tIK,1,2,1.1461
THREATEN,11,'TrE-txn,'TrI-tIL,1,1,2.5717
DISLIKED,11,.dIs-'lAkt,.SIt-'LIKt,2,1,1.4472
TIMING,11,'tA-mIG,'tI-BIK,5,1,2.8075
CHILDISH,11,'CAl-dxS,'SIL-SIS,1,1,2.3201
SHOWMANSHIP,11,'So-mxn-.SIp,'Sr-BIL-.SIB,1,2,1.1461
LIKING,11,'lA-kIG,'LI-KIK,3,1,2.4639
BURIAL,11,'bEr-i-xl,'BIr-I-IL,1,2,2.2967
RECONSTRUCTION,11,.ri-kxn-'str^k-Sxn,.rI-KIL-'ttrIK-SIL,1,3,1.8261
MAHAYANA,11,.ma-hx-'ya-nx,.Bc-KI-'Kc-LI,1,3,NA
BUYS,11,bAz,BIt,44,0,2.5145
CATASTROPHE,11,kx-'t@-strx-fi,KI-'tI-ttrI-FI,1,3,2.017
RABBIT,11,'r@-bxt,'rI-BIt,3,1,2.6513
POULTRY,11,'pol-tri,'BrL-trI,1,1,1.6335
DODGE,11,daJ,ScS,3,0,2.3054
SCULPTURE,11,'sk^lp-CR,'tKILB-Sr,1,1,2.017
ADOPTION,11,x-'dap-Sxn,I-'ScB-SIL,1,2,2.1492
SPINNING,11,'spI-nIG,'tBI-LIK,5,1,2.4639
UNEXPECTEDLY,11,.^n-xk-'spEk-txd-li,.IL-IK-'tBIK-tIS-LI,1,4,1.8976
NARRATOR,11,'nEr-.e-dR,'LIr-.I-Sr,1,2,2.2175
MISUNDERSTANDING,11,.mIs-.^n-dR-'st@n-dIG,.BIt-.IL-Sr-'ttIL-SIK,1,4,2.5587
MILL,11,mIl,BIL,33,0,2.2833
KREMLIN,11,'krEm-lxn,'KrIB-LIL,3,1,1.5682
CURSED,11,kRst,Krtt,9,0,2.4362
COUNTERPARTS,11,'kWn-tR-.parts,'KWL-tr-.Bcrtt,1,2,1.2553
SEXES,11,'sEk-sxz,'tIK-tIt,4,1,1.4472
RUBBING,11,'r^-bIG,'rI-BIK,3,1,2.3324
SPIT,11,spIt,tBIt,8,0,2.871
BEE,11,bi,BI,9,0,2.3962
BRONZE,11,branz,BrcLt,1,0,2
WAIST,11,west,wItt,7,0,2.3444
HOGAN,11,'ho-gxn,'Kr-KIL,4,1,1.4914
ACQUIRING,11,x-'kwA-R-IG,I-'KwI-r-IK,1,3,1.5563
DISARMAMENT,11,.dIs-'ar-mx-mxnt,.SIt-'cr-BI-BILt,1,3,1.0414
CALMLY,11,'kalm-li,'KcLB-LI,1,1,2.0607
PARTIAL,11,'par-Sxl,'Bcr-SIL,9,1,2.3181
SMILES,11,smAlz,tBILt,6,0,2.4166
ARTILLERY,11,.ar-'tI-lx-ri,.cr-'tI-LI-rI,1,3,2.2253
MCKINLEY,11,mx-'kIn-li,BI-'KIL-LI,1,2,NA
LOG,11,lcg,LcK,4,0,2.5999
TAXATION,11,.t@k-'se-Sxn,.tIK-'tI-SIL,2,2,1.1139
BREAST,11,brEst,BrItt,5,0,2.5011
PROVEN,11,'pru-vxn,'Brr-FIL,1,1,2.4928
CARRIERS,11,'kEr-i-Rz,'KIr-I-rt,1,2,1.7482
RAKE,11,rek,rIK,12,0,1.9445
EVENTUAL,11,x-'vEn-CU-xl,I-'FIL-Sr-IL,1,3,1.3617
DILLON,11,'dI-lxn,'SI-LIL,2,1,NA
WEIGHTS,11,wets,wItt,7,0,2.0253
WINSLOW,11,'wInz-.lo,'wILt-.Lr,1,1,1.3424
SPELMAN,11,'spEl-mxn,'tBIL-BIL,1,1,0.4771
CONTRASTING,11,'kan-.tr@-stIG,'KcL-.trI-ttIK,1,2,0.7782
MOTIVATION,11,.mo-dx-'ve-Sxn,.Br-SI-'FI-SIL,1,3,2.0828
INFANT,11,'In-fxnt,'IL-FILt,1,1,2.1614
MARINES,11,mx-'rinz,BI-'rILt,1,1,2.3284
GRADUATION,11,.gr@-JU-'e-Sxn,.KrI-Sr-'I-SIL,1,3,2.4518
REEF,11,rif,rIF,7,0,1.9031
IMPROVES,11,Im-'pruvz,IB-'BrrFt,1,1,1.5185
WILLINGNESS,11,'wI-lIG-nxs,'wI-LIK-LIt,1,2,1.7993
KEEN,11,kin,KIL,31,0,2.3201
SANCTION,11,'s@Gk-Sxn,'tIKK-SIL,1,1,1.6335
INCAPABLE,11,.In-'ke-px-bxl,.IL-'KI-BI-BIL,1,3,2.1847
CULT,11,k^lt,KILt,19,0,2.1553
CIVILIZED,11,'sI-vx-.lAzd,'tI-FI-.LItS,1,2,2.4133
COMMANDING,11,kx-'m@n-dIG,KI-'BIL-SIK,1,2,2.3674
EISENHOWER'S,11,'A-zxn-.hW-Rz,'I-tIL-.KW-rt,1,3,NA
POHL,11,pol,BrL,16,0,NA
JUICE,11,Jus,Srt,21,0,2.9196
CENSUS,11,'sEn-sxs,'tIL-tIt,2,1,1.6128
ENTERTAINED,11,.En-tR-'tend,.IL-tr-'tILS,1,2,2.0414
MARKING,11,'mar-kIG,'Bcr-KIK,2,1,1.8692
DOUBLED,11,'d^-bxld,'SI-BILS,2,1,2.2148
CURSE,11,kRs,Krt,16,0,2.7143
THEATERS,11,'Ti-x-tRz,'TI-I-trt,1,2,1.8633
THERETO,11,.DEr-'tu,.TIr-'tr,1,1,1.1139
CHOOSING,11,'Cu-zIG,'Sr-tIK,1,1,2.3892
HARDWARE,11,'hard-.wEr,'KcrS-.wIr,1,1,2.4346
SECURED,11,sx-'kyUrd,tI-'KKrrS,1,1,2.3424
DOSE,11,dos,Srt,21,0,2.3075
PORTIONS,11,'pcr-Sxnz,'Bcr-SILt,5,1,1.6812
POSE,11,poz,Brt,14,0,2.4099
PREOCCUPIED,11,.pri-'a-kyU-.pAd,.BrI-'c-KKr-.BIS,1,3,1.9445
GHETTO,11,'gE-.to,'KI-.tr,1,1,2.1271
AGREEABLE,11,x-'gri-x-bxl,I-'KrI-I-BIL,1,3,1.8513
DURATION,11,dU-'re-Sxn,Sr-'rI-SIL,1,2,1.8808
POSSE,11,'pa-si,'Bc-tI,3,1,2.0492
EMBARRASSING,11,Em-'bEr-x-sIG,IB-'BIr-I-tIK,1,3,2.9671
ECONOMICALLY,11,.E-kx-'na-mx-kli,.I-KI-'Lc-BI-KLI,1,4,1.3979
ORIOLES,11,'cr-i-.olz,'cr-I-.rLt,1,2,0.9542
CLIFF,11,klIf,KLIF,4,0,2.5821
LOCATING,11,'lo-.ke-dIG,'Lr-.KI-SIK,1,2,1.8451
SANITATION,11,.s@-nx-'te-Sxn,.tI-LI-'tI-SIL,1,3,1.7324
COEXISTENCE,11,.ko-Ek-'sI-stxns,.Kr-IK-'tI-ttILt,1,3,1
OREGON,14,'cr-i-gxn,'cr-I-KIL,2,2,2.0719
TIDE,11,tAd,tIS,17,0,2.4472
CRAWL,11,krcl,KrcL,2,0,2.6721
EASTER,11,'i-stR,'I-ttr,3,1,2.3522
PERFECTION,11,.pR-'fEk-Sxn,.Br-'FIK-SIL,1,2,2.3404
