DI,22,dA,SI,8
TIRE,22,'tA-R,'tI-r,3
MODERATE,22,'ma-dx-rxt,'Bc-SI-rIt,1
VALID,22,'v@-lxd,'FI-LIS,4
OVERSEAS,22,.o-vR-'siz,.r-Fr-'tIt,1
ARBITRARY,22,'ar-bx-.trEr-i,'cr-BI-.trIr-I,1
SUBSTITUTE,22,'s^b-stx-.tut,'tIB-ttI-.trt,1
IMPLICATIONS,22,.Im-plx-'ke-Sxnz,.IB-BLI-'KI-SILt,1
AMERICA'S,22,x-'mEr-x-kxz,I-'BIr-I-KIt,1
RELIABLE,22,rx-'lA-x-bxl,rI-'LI-I-BIL,1
SPECTACULAR,22,spEk-'t@k-yU-lR,tBIK-'tIK-Kr-Lr,1
EIGHTEENTH,36,.e-'tinT,.I-'tILT,1
ELIMINATED,22,x-'lI-mx-.ne-dxd,I-'LI-BI-.LI-SIS,1
TROUBLES,22,'tr^-bxlz,'trI-BILt,1
DRESSING,22,'drE-sIG,'SrI-tIK,1
DEALT,22,dElt,SILt,20
FORTUNATE,22,'fcr-Cx-nxt,'Fcr-SI-LIt,1
GANG,22,g@G,KIK,21
AUNT,22,@nt,ILt,6
RESPECTS,22,rx-'spEkts,rI-'tBIKtt,1
GULF,22,g^lf,KILF,2
DRINKS,22,drIGks,SrIKKt,2
OCCASIONS,22,x-'ke-Zxnz,I-'KI-SILt,1
CONVENIENT,22,kxn-'vin-yxnt,KIL-'FIL-KILt,2
TRUCKS,22,tr^ks,trIKt,4
AUTO,22,'c-do,'c-Sr,2
ALTERED,22,'cl-tRd,'cL-trS,1
29,33,.twEn-ti-'nAn,.twIL-tI-'LIL,1
ECONOMICAL,22,.E-kx-'na-mx-kxl,.I-KI-'Lc-BI-KIL,1
GROWS,22,groz,Krrt,7
RHYTHM,22,'rI-Dxm,'rI-TIB,1
PITCH,22,pIC,BIS,33
RETAINED,22,rx-'tend,rI-'tILS,3
MEANINGS,22,'mi-nIGz,'BI-LIKt,3
PLATE,22,plet,BLIt,13
OWNERSHIP,22,'o-nR-.SIp,'r-Lr-.SIB,1
BOTHER,22,'ba-DR,'Bc-Tr,2
AMBIGUOUS,22,.@m-'bIg-yU-xs,.IB-'BIK-Kr-It,1
RACING,22,'re-sIG,'rI-tIK,3
TRAVELED,22,'tr@-vxld,'trI-FILS,1
SIXTIES,29,'sIk-stiz,'tIK-ttIt,1
DOUBTFUL,22,'dWt-fxl,'SWt-FIL,1
SERVANTS,22,'sR-vxnts,'tr-FILtt,1
SURRENDER,22,sx-'rEn-dR,tI-'rIL-Sr,1
AH,22,a,c,2
SPONSOR,22,'span-sR,'tBcL-tr,1
REGULARLY,22,'rE-gyU-lR-li,'rI-KKr-Lr-LI,1
PALM,22,palm,BcLB,2
SCARED,22,skErd,tKIrS,1
MOTIVE,22,'mo-dxv,'Br-SIF,1
MERCHANTS,22,'mR-Cxnts,'Br-SILtt,1
EARLIEST,22,'R-li-xst,'r-LI-Itt,1
HERD,22,hRd,KrS,13
TARGETS,22,'tar-gxts,'tcr-KItt,1
LOADED,22,'lo-dxd,'Lr-SIS,3
FAULT,22,fclt,FcLt,7
THRUST,22,Tr^st,TrItt,2
WEALTH,22,wElT,wILT,1
INSIGHT,22,'In-.sAt,'IL-.tIt,2
SPHERE,22,sfir,tFIr,1
ANGLO-SAXON,22,.@G-.glo-'s@k-sxn,.IK-.KLr-'tIK-tIL,1
SAVAGE,22,'s@-vxJ,'tI-FIS,1
CONSPIRACY,22,kxn-'spir-x-si,KIL-'tBIr-I-tI,1
ADDING,22,'@-dIG,'I-SIK,7
AMBASSADOR,22,xm-'b@-sx-dR,IB-'BI-tI-Sr,1
STICKS,22,stIks,ttIKt,5
TRIUMPH,22,'trA-.^mf,'trI-.IBF,1
PREPARING,22,prx-'pEr-IG,BrI-'BIr-IK,1
PHYSICS,22,'fI-zxks,'FI-tIKt,1
ELAINE,22,x-'len,I-'LIL,5
RESIST,22,rx-'zIst,rI-'tItt,2
WARNED,22,wcrnd,wcrLS,1
SOAP,22,sop,trB,8
VIENNA,22,.vi-'E-nx,.FI-'I-LI,1
BELGIANS,22,'bEl-Jxnz,'BIL-SILt,8
STEADILY,22,'stE-dx-li,'ttI-SI-LI,1
YELLED,22,yEld,KILS,17
FORESTS,22,'fcr-xsts,'Fcr-Ittt,1
BALANCED,22,'b@-lxnst,'BI-LILtt,1
PARTICIPATE,22,pxr-'tI-sx-.pet,BIr-'tI-tI-.BIt,1
LOYALTY,22,'lO-xl-ti,'Lr-IL-tI,1
SHOULDN'T,22,'SU-dxnt,'Sr-SILt,1
PATIENCE,22,'pe-Sxns,'BI-SILt,12
EMPIRE,22,'Em-pA-R,'IB-BI-r,1
ALIENATION,22,.e-li-x-'ne-Sxn,.I-LI-I-'LI-SIL,1
DESCRIBES,22,dx-'skrAbz,SI-'tKrIBt,1
PHYSIOLOGICAL,22,.fI-zi-x-'la-Jx-kxl,.FI-tI-I-'Lc-SI-KIL,1
STRATEGY,22,'str@-dx-Ji,'ttrI-SI-SI,1
CHIEFLY,22,'Ci-fli,'SI-FLI,1
RECOMMENDATIONS,22,.rE-kx-mEn-'de-Sxnz,.rI-KI-BIL-'SI-SILt,1
CARRIES,22,'kEr-iz,'KIr-It,5
TOTALLY,22,'to-dx-li,'tr-SI-LI,2
MESS,22,mEs,BIt,44
BACKWARD,22,'b@k-wRd,'BIK-wrS,1
CAPITOL,22,'k@-px-txl,'KI-BI-tIL,1
NERVES,22,nRvz,LrFt,2
MILLER,22,'mI-lR,'BI-Lr,7
SAMPLING,22,'s@m-px-lIG,'tIB-BI-LIK,2
INVESTIGATIONS,22,In-'vE-stx-'ge-Sxnz,IL-'FI-ttI-'KI-SILt,1
INTENTIONS,22,In-'tEn-Sxnz,IL-'tIL-SILt,2
COMPLAINED,22,kxm-'plend,KIB-'BLILS,1
MIAMI,22,.mA-'@-mi,.BI-'I-BI,1
ARCHITECT,22,'ar-kx-.tEkt,'cr-KI-.tIKt,1
APPRECIATION,22,x-.prI-Si-'e-Sxn,I-.BrI-SI-'I-SIL,1
STATISTICS,22,stx-'tI-stxks,ttI-'tI-ttIKt,1
LO,22,lo,Lr,4
REFUND,22,'ri-.f^nd,'rI-.FILS,1
TEAMS,22,timz,tIBt,17
NOVELS,22,'na-vxlz,'Lc-FILt,1
BLUES,22,bluz,BLrt,4
CASUAL,22,'k@-ZU-xl,'KI-Sr-IL,1
WEREN'T,22,'wRnt,'wrLt,1
ATTACKS,22,x-'t@ks,I-'tIKt,2
MELTING,22,'mEl-tIG,'BIL-tIK,4
ENGAGEMENT,22,En-'geJ-mxnt,IL-'KIS-BILt,1
34,44,.TR-di-'fcr,.Tr-SI-'Fcr,1
POSTS,22,posts,Brttt,1
HYPOTHALAMIC,22,.hA-.po-'T@l-mxk,.KI-.Br-'TIL-BIK,1
HIDE,22,hAd,KIS,27
WOMAN'S,22,'wU-mxnz,'wr-BILt,1
0,59,'zir-.o,'tIr-.r,1
PLANETS,22,'pl@-nxts,'BLI-LItt,1
CHART,22,Cart,Scrt,7
SANDBURG,22,'s@nd-.bRg,'tILS-.BrK,1
FOAMS,22,fomz,FrBt,3
FORMULAS,22,'fcr-myU-lxz,'Fcr-BKr-LIt,1
BOMBERS,22,'ba-mRz,'Bc-Brt,1
EXHIBITION,22,.Ek-sx-'bI-Sxn,.IK-tI-'BI-SIL,1
BELONGS,22,bx-'lcGz,BI-'LcKt,1
FREELY,22,'fri-li,'FrI-LI,1
PANIC,22,'p@-nxk,'BI-LIK,11
SUCCESSES,22,sxk-'sE-sxz,tIK-'tI-tIt,1
UNFORTUNATE,22,.^n-'fcr-Cx-nxt,.IL-'Fcr-SI-LIt,1
BID,22,bId,BIS,33
ALASKA,22,x-'l@-skx,I-'LI-tKI,1
SHELL,22,SEl,SIL,35
EXPECTS,22,Ek-'spEkts,IK-'tBIKtt,1
SIGHED,22,sAd,tIS,17
LAUGHTER,22,'l@f-tR,'LIF-tr,1
RALPH,22,r@lf,rILF,1
JOKE,22,Jok,SrK,7
UNEASY,22,.^n-'i-zi,.IL-'I-tI,1
HITS,22,hIts,KItt,19
COLORFUL,22,'k^-lR-fxl,'KI-Lr-FIL,1
BOBBIE,22,'ba-bi,'Bc-BI,5
CONGRESSIONAL,22,kxn-'grE-Sx-nxl,KIL-'KrI-SI-LIL,1
DEEGAN,22,'di-gxn,'SI-KIL,9
VOLUNTARY,22,'va-lxn-.tEr-i,'Fc-LIL-.tIr-I,1
RESOLVED,21,rx-'zalvd,rI-'tcLFS,1
REVOLUTIONARY,21,.rE-vx-'lu-Sx-.nEr-i,.rI-FI-'Lr-SI-.LIr-I,1
FORMING,21,'fcr-mIG,'Fcr-BIK,2
RESPECTABLE,21,rx-'spEk-tx-bxl,rI-'tBIK-tI-BIL,1
MICHIGAN,25,'mI-Sx-gxn,'BI-SI-KIL,3
WONDERING,21,'w^n-dx-rIG,'wIL-SI-rIK,1
JOHN'S,21,Janz,ScLt,5
VERBAL,21,'vR-bxl,'Fr-BIL,4
HEROIC,21,hx-'ro-xk,KI-'rr-IK,1
CRISES,21,'krA-.siz,'KrI-.tIt,1
SHINING,21,'SA-nIG,'SI-LIK,9
HERITAGE,21,'hEr-x-txJ,'KIr-I-tIS,1
ACCEPTABLE,21,xk-'sEp-tx-bxl,IK-'tIB-tI-BIL,1
INTERMEDIATE,21,.In-tR-'mi-di-xt,.IL-tr-'BI-SI-It,1
WAGNER,21,'w@g-nR,'wIK-Lr,1
SCREW,21,skru,tKrr,1
DEDICATION,21,.dE-dx-'ke-Sxn,.SI-SI-'KI-SIL,1
BEN,21,bEn,BIL,33
CRACK,21,kr@k,KrIK,6
NUTS,21,n^ts,LItt,11
DESERT,21,'dE-zRt,'SI-trt,1
PRISONERS,21,'prI-zx-nRz,'BrI-tI-Lrt,1
QUESTIONING,21,'kwEs-Cx-nIG,'KwIt-SI-LIK,1
DIET,21,'dA-xt,'SI-It,2
WARWICK,21,'wcr-wxk,'wcr-wIK,1
IDEOLOGICAL,21,.I-di-x-'la-Jx-kxl,.I-SI-I-'Lc-SI-KIL,1
CLASSIFICATION,21,.kl@-sx-fx-'ke-Sxn,.KLI-tI-FI-'KI-SIL,1
INTIMATE,21,'In-tx-mxt,'IL-tI-BIt,2
FIGURED,21,'fIg-yUrd,'FIK-KrrS,1
PITCHER,21,'pI-CR,'BI-Sr,17
SURROUNDED,21,sx-'rWn-dxd,tI-'rWL-SIS,1
SHAME,21,Sem,SIB,32
KEEPS,21,kips,KIBt,14
MARBLE,21,'mar-bxl,'Bcr-BIL,2
DISPLAYED,21,dx-'spled,SI-'tBLIS,1
ACCEPTING,21,xk-'sEp-tIG,IK-'tIB-tIK,1
ASSOCIATE,21,x-'so-si-xt,I-'tr-tI-It,1
OBLIGATIONS,21,.a-blx-'ge-Sxnz,.c-BLI-'KI-SILt,1
SAVING,25,'se-vIG,'tI-FIK,2
URGENT,21,'R-Jxnt,'r-SILt,3
RESPOND,21,rx-'spand,rI-'tBcLS,1
CIRCULAR,21,'sR-kyU-lR,'tr-KKr-Lr,1
GOVERNING,21,'g^-vR-nIG,'KI-Fr-LIK,1
28,38,.twEn-ti-'et,.twIL-tI-'It,1
PROSPECTIVE,21,prx-'spEk-txv,BrI-'tBIK-tIF,1
PARTICLE,21,'par-dx-kxl,'Bcr-SI-KIL,2
STIFF,21,stIf,ttIF,5
TRADITIONS,21,trx-'dI-Sxnz,trI-'SI-SILt,1
WIVES,21,wAvz,wIFt,4
HESITATED,21,'hE-zx-.te-dxd,'KI-tI-.tI-SIS,1
BOLD,21,bold,BrLS,5
MORRIS,21,'mcr-xs,'Bcr-It,3
PAUSE,21,pcz,Bct,7
GARAGE,21,gx-'raZ,KI-'rcS,1
ANNIVERSARY,21,.@-nx-'vR-sx-ri,.I-LI-'Fr-tI-rI,1
LINEAR,21,'li-ni-R,'LI-LI-r,1
UGLY,21,'^-gli,'I-KLI,1
AVAILABILITY,21,x-.ve-lx-'bI-lx-ti,I-.FI-LI-'BI-LI-tI,1
LUCKY,21,'l^-ki,'LI-KI,2
PATIENT'S,21,'pe-Sxnts,'BI-SILtt,2
TAYLOR,21,'te-lR,'tI-Lr,8
INSPECTION,21,In-'spEk-Sxn,IL-'tBIK-SIL,1
PROFITS,21,'pra-fxts,'Brc-FItt,1
PAINTER,21,'pen-tR,'BIL-tr,3
SIDEWALK,21,'sAd-.wck,'tIS-.wcK,1
MASSES,21,'m@-sxz,'BI-tIt,9
GIANTS,21,'JA-xnts,'SI-ILtt,1
PRAIRIE,21,'prEr-i,'BrIr-I,1
SMART,21,smart,tBcrt,4
CERTAINTY,28,'sR-txn-ti,'tr-tIL-tI,1
RACES,21,'re-sxz,'rI-tIt,5
LOOP,21,lup,LrB,7
RUSS,21,r^s,rIt,13
MISSOURI,29,mx-'zUr-i,BI-'trr-I,1
HABITS,21,'h@-bxts,'KI-BItt,2
PASSENGERS,21,'p@-sxn-JRz,'BI-tIL-Srt,1
COLONIAL,21,kx-'lo-ni-xl,KI-'Lr-LI-IL,1
MONUMENT,21,'man-yU-mxnt,'BcL-Kr-BILt,1
FAULKNER,21,'fck-nR,'FcK-Lr,1
SPRINGS,21,sprIGz,tBrIKt,1
DARE,21,dEr,SIr,7
VERNON,21,'vR-nxn,'Fr-LIL,2
PODGER,21,'pa-JR,'Bc-Sr,2
COPE,21,kop,KrB,9
DISPLAYS,21,dx-'splez,SI-'tBLIt,1
SUBMITTED,21,sxb-'mI-dxd,tIB-'BI-SIS,1
COMPLEMENT,21,'kam-plx-mEnt,'KcB-BLI-BILt,2
MATE,21,met,BIt,44
LUXURY,21,'l^k-SR-i,'LIK-Sr-I,1
MELODY,21,'mE-lx-di,'BI-LI-SI,2
EDUCATED,25,'E-JU-.ke-dxd,'I-Sr-.KI-SIS,1
WITNESSES,21,'wIt-nx-sxz,'wIt-LI-tIt,1
PHILIP,21,'fI-lxp,'FI-LIB,5
DESPAIR,21,dx-'spEr,SI-'tBIr,1
PORT,21,pcrt,Bcrt,11
UNLIKELY,21,.^n-'lA-kli,.IL-'LI-KLI,1
GENTLEMEN,21,'JEn-txl-mxn,'SIL-tIL-BIL,1
SPEECHES,21,'spi-Cxz,'tBI-SIt,4
ADDRESSES,21,'@-.drE-sxz,'I-.SrI-tIt,1
TELEGRAPH,21,'tE-lx-.gr@f,'tI-LI-.KrIF,1
TSUNAMI,21,.su-'na-mi,.tr-'Lc-BI,1
TAXPAYERS,21,'t@ks-.pe-Rz,'tIKt-.BI-rt,1
COMPETENT,21,'kam-px-txnt,'KcB-BI-tILt,2
KILLER,26,'kI-lR,'KI-Lr,4
CROMWELL,21,'kram-.wEl,'KrcB-.wIL,1
FRANCIS,21,'fr@n-sxs,'FrIL-tIt,2
FLUID,21,'flu-xd,'FLr-IS,1
BRIDGET,21,'brI-Jxt,'BrI-SIt,4
SKIRT,21,skRt,tKrt,2
COMPUTED,21,kxm-'pyu-dxd,KIB-'BKr-SIS,1
NEAT,21,nit,LIt,24
PLANETARY,21,'pl@-nx-.tEr-i,'BLI-LI-.tIr-I,1
OCCURRING,21,x-'kR-IG,I-'Kr-IK,1
CROSSING,21,'krc-sIG,'Krc-tIK,1
STARTLED,21,'star-dxld,'ttcr-SILS,1
PERSUADED,21,.pR-'swe-dxd,.Br-'twI-SIS,1
CONGRESSMAN,21,'kaG-grx-smxn,'KcK-KrI-tBIL,1
KEITH,21,kiT,KIT,4
MARS,21,marz,Bcrt,11
BEAM,21,bim,BIB,19
INCLINED,21,In-'klAnd,IL-'KLILS,1
JOYCE,21,JOs,Srt,21
HELPLESS,21,'hEl-plxs,'KIL-BLIt,1
UTOPIAN,21,.yu-'to-pi-xn,.Kr-'tr-BI-IL,1
HEN,21,hEn,KIL,31
WHEELS,21,wilz,wILt,15
KAY,21,ke,KI,11
STEELE,21,stil,ttIL,7
LOWERED,21,'lo-Rd,'Lr-rS,1
MILLIGRAMS,21,'mI-lx-.gr@mz,'BI-LI-.KrIBt,1
CONVERSION,21,kxn-'vR-Zxn,KIL-'Fr-SIL,1
SHAKING,21,'Se-kIG,'SI-KIK,4
PROTEIN,21,'pro-.tin,'Brr-.tIL,1
DEFEND,21,dx-'fEnd,SI-'FILS,3
PUNISHMENT,21,'p^-nxS-mxnt,'BI-LIS-BILt,2
ENJOYMENT,21,En-'JO-mxnt,IL-'Sr-BILt,1
VERMONT,21,.vR-'mant,.Fr-'BcLt,1
STUMBLED,21,'st^m-bxld,'ttIB-BILS,1
THOROUGH,21,'TR-o,'Tr-r,1
REVEREND,43,'rEv-rxnd,'rIF-rILS,1
DYNAMIC,21,.dA-'n@-mxk,.SI-'LI-BIK,1
CHARACTERIZED,21,'kEr-xk-tx-.rAzd,'KIr-IK-tI-.rItS,1
THEIRS,21,DErz,TIrt,1
MODE,21,mod,BrS,13
JOHNSTON,21,'Jan-stxn,'ScL-ttIL,1
FLASH,21,fl@S,FLIS,6
SIXTY,21,'sIk-sti,'tIK-ttI,1
PERTINENT,21,'pR-dx-nxnt,'Br-SI-LILt,1
SOCIALIST,21,'so-Sx-lxst,'tr-SI-LItt,1
PARTISAN,21,'par-dx-zxn,'Bcr-SI-tIL,2
COMMODITIES,21,kx-'ma-dx-tiz,KI-'Bc-SI-tIt,1
WINDS,21,wIndz,wILSt,1
REPLACEMENT,21,rx-'ple-smxnt,rI-'BLI-tBILt,1
BEHALF,21,bx-'h@f,BI-'KIF,2
DELAY,21,dx-'le,SI-'LI,3
DETROIT,21,dx-'trOt,SI-'trrt,1
GLORY,21,'glcr-i,'KLcr-I,1
REVEALS,21,rx-'vilz,rI-'FILt,1
JAIL,21,Jel,SIL,35
SHU,21,Su,Sr,9
ARISTOTLE,21,'Er-x-.sta-dxl,'Ir-I-.ttc-SIL,1
URGE,21,RJ,rS,2
MERGER,21,'mR-JR,'Br-Sr,4
BREATHING,21,'bri-DIG,'BrI-TIK,1
PLANET,21,'pl@-nxt,'BLI-LIt,1
FANS,21,f@nz,FILt,17
DRAWINGS,21,'drc-IGz,'Src-IKt,1
RANG,21,r@G,rIK,12
TRENDS,21,trEndz,trILSt,1
RENT,21,rEnt,rILt,7
RICO,21,'ri-.ko,'rI-.Kr,1
OBLIGED,21,x-'blAJd,I-'BLISS,1
MAUDE,21,mcd,BcS,5
HOAG,21,hog,KrK,7
PROCUREMENT,21,prx-'kyUr-mxnt,BrI-'KKrr-BILt,1
CITY'S,21,'sI-diz,'tI-SIt,5
INDIRECT,21,.In-dA-'rEkt,.IL-SI-'rIKt,1
SUSPECTED,21,sx-'spEk-txd,tI-'tBIK-tIS,1
THEORETICAL,21,.Ti-x-'rE-dx-kxl,.TI-I-'rI-SI-KIL,1
DISHES,21,'dI-Sxz,'SI-SIt,4
DEFINITELY,21,'dE-fx-nxt-li,'SI-FI-LIt-LI,1
TALE,21,tel,tIL,25
KATANGA,21,kx-'t@G-gx,KI-'tIK-KI,1
DESPERATELY,21,'dE-sprxt-li,'SI-tBrIt-LI,1
BULLETS,21,'bU-lxts,'Br-LItt,1
ENVELOPE,21,'En-vx-.lop,'IL-FI-.LrB,1
CHOLESTEROL,21,kx-'lE-stx-rcl,KI-'LI-ttI-rcL,1
POSSESSION,21,px-'zE-Sxn,BI-'tI-SIL,3
SUMMARY,21,'s^-mx-ri,'tI-BI-rI,1
STRONGEST,20,'strcG-gxst,'ttrcK-KItt,1
BORDER,20,'bcr-dR,'Bcr-Sr,5
LOBBY,20,'la-bi,'Lc-BI,3
MANAGE,20,'m@-nxJ,'BI-LIS,9
AUTHENTIC,20,.c-'TEn-txk,.c-'TIL-tIK,1
WIT,20,wIt,wIt,11
SLIDE,20,slAd,tLIS,9
RENAISSANCE,20,'rE-nx-.sans,'rI-LI-.tcLt,1
INJURED,20,'In-JRd,'IL-SrS,1
CROP,20,krap,KrcB,1
FRACTIONS,20,'fr@k-Sxnz,'FrIK-SILt,1
ARNOLD,20,'ar-nxld,'cr-LILS,1
CONVICTIONS,20,kxn-'vIk-Sxnz,KIL-'FIK-SILt,1
CRASH,20,kr@S,KrIS,10
EXPANDED,20,Ek-'sp@n-dxd,IK-'tBIL-SIS,2
LAURA,20,'lcr-x,'Lcr-I,2
NEST,20,nEst,LItt,11
SOLELY,20,'so-li,'tr-LI,4
CATHY,24,'k@-Ti,'KI-TI,1
DOLORES,20,dx-'lcr-xs,SI-'Lcr-It,1
ADJUSTMENTS,20,x-'J^st-mxnts,I-'SItt-BILtt,1
STRUGGLING,20,'str^-gx-lIG,'ttrI-KI-LIK,1
BOOTS,20,buts,Brtt,9
REPAIR,20,rx-'pEr,rI-'BIr,1
SAUCE,20,scs,tct,7
LEAPED,20,lipt,LIBt,10
MUSTARD,20,'m^-stRd,'BI-ttrS,3
FITTED,20,'fI-dxd,'FI-SIS,4
MICHELANGELO,20,.mI-kx-'l@n-Jx-.lo,.BI-KI-'LIL-SI-.Lr,1
CAFE,20,.k@-'fe,.KI-'FI,1
SHADOWS,20,'S@-.doz,'SI-.Srt,1
DOC,20,dak,ScK,8
ORDERLY,20,'cr-dR-li,'cr-Sr-LI,1
75,35,.sE-vxn-ti-'fAv,.tI-FIL-tI-'FIF,1
GRABBED,20,gr@bd,KrIBS,3
STAKE,20,stek,ttIK,7
HASN'T,20,'h@-zxnt,'KI-tILt,4
OBSERVERS,20,xb-'zR-vRz,IB-'tr-Frt,1
SUPPLEMENT,20,'s^-plx-mEnt,'tI-BLI-BILt,1
INTERVENTION,20,.In-tR-'vEn-Sxn,.IL-tr-'FIL-SIL,1
RISES,20,'rA-zxz,'rI-tIt,5
GRIP,20,grIp,KrIB,20
BINDING,20,'bAn-dIG,'BIL-SIK,7
TRAP,20,tr@p,trIB,6
INVENTION,20,In-'vEn-Sxn,IL-'FIL-SIL,1
CHEEK,20,Cik,SIK,26
INVITATION,20,.In-vx-'te-Sxn,.IL-FI-'tI-SIL,1
TEMPORARILY,20,.tEm-px-'rEr-x-li,.tIB-BI-'rIr-I-LI,1
ALLEN,20,'@-lxn,'I-LIL,3
AWAKE,20,x-'wek,I-'wIK,1
SPLENDID,20,'splEn-dxd,'tBLIL-SIS,1
SOCIALISM,20,'so-Sx-.lI-zxm,'tr-SI-.LI-tIB,1
ILLNESS,20,'Il-nxs,'IL-LIt,2
GUYS,20,gAz,KIt,33
SECRETS,20,'si-krxts,'tI-KrItt,1
HOTELS,20,.ho-'tElz,.Kr-'tILt,1
RESIDENTS,20,'rE-zx-dEnts,'rI-tI-SILtt,1
GRAINS,20,grenz,KrILt,5
PIONEER,20,.pA-x-'nir,.BI-I-'LIr,1
GREETED,20,'gri-dxd,'KrI-SIS,2
FASCINATING,20,'f@-sx-.ne-dIG,'FI-tI-.LI-SIK,1
ACCORDANCE,20,x-'kcr-dxns,I-'Kcr-SILt,1
STRIKES,20,strAks,ttrIKt,5
PURSUE,20,.pR-'su,.Br-'tr,1
HOSPITALS,20,'ha-spI-txlz,'Kc-tBI-tILt,1
LEAN,20,lin,LIL,16
RETAIL,20,'ri-.tel,'rI-.tIL,2
CREAM,20,krim,KrIB,20
FLORIDA,30,'flcr-x-dx,'FLcr-I-SI,1
DECENT,20,'di-sxnt,'SI-tILt,3
GRANTS,20,gr@nts,KrILtt,1
INDICATION,20,.In-dx-'ke-Sxn,.IL-SI-'KI-SIL,1
CLOCK,20,klak,KLcK,2
TRANSFORMATION,20,.tr@ns-fR-'me-Sxn,.trILt-Fr-'BI-SIL,1
PUTS,20,pUts,Brtt,9
LANDSCAPE,20,'l@nd-.skep,'LILS-.tKIB,1
ABEL,20,'e-bxl,'I-BIL,2
HATRED,20,'he-trxd,'KI-trIS,1
QUARREL,20,'kwcr-xl,'Kwcr-IL,1
PEERED,20,pird,BIrS,4
CREATURES,20,'kri-CRrz,'KrI-Srrt,1
SLIM,20,slIm,tLIB,12
CRAWLED,20,krcld,KrcLS,1
NOTTE,20,nat,Lct,5
NUDE,20,nud,LrS,7
REACTIONARY,20,.ri-'@k-Sx-.nEr-i,.rI-'IK-SI-.LIr-I,1
GUIDED,20,'gA-dxd,'KI-SIS,5
MATHEMATICS,20,.m@-Tx-'m@-dxks,.BI-TI-'BI-SIKt,1
SHERIFF,20,'SEr-xf,'SIr-IF,1
VOTES,20,vots,Frtt,5
THEORIES,20,'Ti-x-riz,'TI-I-rIt,1
AMAZING,20,x-'me-zIG,I-'BI-tIK,1
RUSH,20,r^S,rIS,12
SOLVE,20,salv,tcLF,1
TONES,20,tonz,trLt,7
UNDERLYING,20,.^n-dR-'lA-IG,.IL-Sr-'LI-IK,1
PHYSICALLY,20,'fI-zx-kli,'FI-tI-KLI,1
NEGOTIATIONS,20,nx-.go-Si-'e-Sxnz,LI-.Kr-SI-'I-SILt,1
NEWER,20,'nu-R,'Lr-r,2
TALES,20,telz,tILt,24
RESPONDED,20,rx-'span-dxd,rI-'tBcL-SIS,1
ALIKE,20,x-'lAk,I-'LIK,1
FORTUNATELY,20,'fcr-Cx-nxt-li,'Fcr-SI-LIt-LI,1
BASICALLY,20,'be-sx-kli,'BI-tI-KLI,1
FOUNDED,20,'fWn-dxd,'FWL-SIS,1
CAPE,20,kep,KIB,30
SUBMARINES,20,'s^b-mx-.rinz,'tIB-BI-.rILt,1
PASSAGES,20,'p@-sx-Jxz,'BI-tI-SIt,2
REPORTER,20,rx-'pcr-dR,rI-'Bcr-Sr,1
BORDEN,20,'bcr-dxn,'Bcr-SIL,9
THEREAFTER,20,.DEr-'@f-tR,.TIr-'IF-tr,1
BIOLOGICAL,20,.bA-x-'la-Jx-kxl,.BI-I-'Lc-SI-KIL,1
FOIL,20,fOl,FrL,9
COOPERATIVE,27,ko-'a-px-rx-txv,Kr-'c-BI-rI-tIF,1
RECEIVES,20,rx-'sivz,rI-'tIFt,1
CONDITIONED,20,kxn-'dI-Sxnd,KIL-'SI-SILS,1
WORRIES,20,'wR-iz,'wr-It,1
BOSS,20,bcs,Bct,7
TRIM,20,trIm,trIB,6
CONVERTED,20,kxn-'vR-dxd,KIL-'Fr-SIS,1
VACUUM,20,'v@-kyum,'FI-KKrB,1
ASSESSORS,20,x-'sE-sRz,I-'tI-trt,1
BUCK,20,b^k,BIK,31
CHAPEL,20,'C@-pxl,'SI-BIL,8
DISPOSAL,20,dx-'spo-zxl,SI-'tBr-tIL,1
PLATO,20,'ple-.to,'BLI-.tr,1
ENDLESS,20,'End-lxs,'ILS-LIt,1
ENFORCED,20,En-'fcrst,IL-'Fcrtt,1
OEDIPUS,20,'E-dx-pxs,'I-SI-BIt,1
TOURNAMENT,20,'tUr-nx-mxnt,'trr-LI-BILt,1
MOTIVES,20,'mo-dxvz,'Br-SIFt,1
WARRANT,20,'wcr-xnt,'wcr-ILt,1
VOTERS,20,'vo-dRz,'Fr-Srt,2
LISTENERS,20,'lI-sx-nRz,'LI-tI-Lrt,1
NINTH,32,nAnT,LILT,1
LUNGS,20,l^Gz,LIKt,14
DOMINATED,20,'da-mx-.ne-dxd,'Sc-BI-.LI-SIS,1
POVERTY,20,'pa-vR-ti,'Bc-Fr-tI,1
NOTABLE,20,'no-dx-bxl,'Lr-SI-BIL,1
LEGISLATORS,20,'lE-Jx-.sle-dRz,'LI-SI-.tLI-Srt,1
MINORITY,20,mA-'ncr-x-ti,BI-'Lcr-I-tI,1
DISTINCTIVE,20,dx-'stIGk-txv,SI-'ttIKK-tIF,1
OVERWHELMING,20,.o-vR-'wEl-mIG,.r-Fr-'wIL-BIK,1
JUDGES,20,'J^-Jxz,'SI-SIt,4
MERCHANT,20,'mR-Cxnt,'Br-SILt,5
TOOTH,20,tuT,trT,3
AROUSED,20,x-'rWzd,I-'rWtS,1
BET,20,bEt,BIt,44
CHRIST'S,20,'krAsts,'KrIttt,1
RANKS,20,r@Gks,rIKKt,1
